ISIN,UCITS, UCITS KIID Ongoing Charge,UCITS KIID Ongoing Charge Date
LU0247697633,Yes,2.49,2022-10-31 00:00:00
LU0247698441,Yes,2.55,2022-10-31 00:00:00
LU0247699092,Yes,2.5,2022-10-31 00:00:00
LU0247699415,Yes,2.49,2022-10-01 00:00:00
LU0247699761,Yes,2.52,2022-10-01 00:00:00
LU0247699928,Yes,2.49,2022-10-01 00:00:00
LU0247700106,Yes,2.58,2022-10-01 00:00:00
LU0264597450,Yes,1.89,2022-10-01 00:00:00
LU0264597617,Yes,1.87,2024-02-14 00:00:00
LU0264598268,Yes,1.0,2024-02-14 00:00:00
LU0264598342,Yes,2.47,2024-02-14 00:00:00
LU0264605907,Yes,1.93,2022-10-01 00:00:00
LU0264606111,Yes,1.92,2024-02-14 00:00:00
LU0264606467,Yes,1.0,2022-10-01 00:00:00
LU0264606624,Yes,2.54,2022-10-01 00:00:00
LU0264738294,Yes,1.87,2024-02-14 00:00:00
LU0264739185,Yes,1.87,2024-02-14 00:00:00
LU0277002928,Yes,1.0,2024-02-14 00:00:00
LU0298310920,Yes,1.08,2022-10-01 00:00:00
LU0327786744,Yes,1.9,2024-02-14 00:00:00
LU0327786827,Yes,1.9,2024-02-14 00:00:00
LU0327787049,Yes,1.0,2024-02-14 00:00:00
LU0327787395,Yes,2.52,2022-10-01 00:00:00
LU0330915165,Yes,1.16,2022-10-01 00:00:00
LU0330915322,Yes,1.08,2022-10-01 00:00:00
LU0451950314,Yes,1.17,2024-02-14 00:00:00
LU0451950405,Yes,1.17,2024-02-14 00:00:00
LU0451950587,Yes,0.75,2024-02-14 00:00:00
LU0451950660,Yes,0.75,2022-10-01 00:00:00
LU0451950744,Yes,1.53,2022-10-01 00:00:00
LU0490769915,Yes,1.08,2024-02-14 00:00:00
LU0490786174,Yes,1.63,2024-02-14 00:00:00
LU0503932328,Yes,1.92,2024-02-14 00:00:00
LU0503932591,Yes,1.89,2024-02-14 00:00:00
LU0503932674,Yes,1.0,2024-02-14 00:00:00
LU0503932831,Yes,2.52,2022-10-31 00:00:00
LU0504465815,Yes,1.97,2024-02-14 00:00:00
LU0506197614,Yes,1.87,2024-02-14 00:00:00
LU0506197887,Yes,1.87,2022-10-01 00:00:00
LU0506198265,Yes,1.0,2024-02-14 00:00:00
LU0506198851,Yes,2.48,2022-10-01 00:00:00
LU0506199156,Yes,1.89,2024-02-14 00:00:00
LU0506199586,Yes,1.0,2024-02-14 00:00:00
LU0506436111,Yes,1.98,2022-10-31 00:00:00
LU0572939261,Yes,1.94,2022-10-01 00:00:00
LU0572939691,Yes,1.94,2022-10-01 00:00:00
LU0572940194,Yes,1.92,2024-02-14 00:00:00
LU0572940350,Yes,1.94,2022-10-01 00:00:00
LU0572942307,Yes,1.91,2024-02-14 00:00:00
LU0572943370,Yes,1.0,2022-10-31 00:00:00
LU0572944774,Yes,1.9,2024-02-14 00:00:00
LU0572944931,Yes,1.92,2022-10-01 00:00:00
LU0572949575,Yes,0.75,2022-10-01 00:00:00
LU0572951639,Yes,1.6,2024-02-14 00:00:00
LU0572952017,Yes,1.87,2024-02-14 00:00:00
LU0572952280,Yes,1.87,2024-02-14 00:00:00
LU0572953684,Yes,1.0,2024-02-14 00:00:00
LU0572954062,Yes,2.49,2022-10-01 00:00:00
LU0572961604,Yes,1.88,2022-10-01 00:00:00
LU0579024422,Yes,2.18,2022-10-01 00:00:00
LU0580143203,Yes,1.08,2024-02-14 00:00:00
LU0593293326,Yes,1.17,2024-02-14 00:00:00
LU0622223799,Yes,2.07,2024-03-20 00:00:00
LU0622224094,Yes,2.58,2022-10-01 00:00:00
LU0642270333,Yes,1.0,2022-10-31 00:00:00
LU0642271901,Yes,1.89,2022-10-01 00:00:00
LU0642272388,Yes,1.0,2022-10-01 00:00:00
LU0642280134,Yes,1.18,2022-10-01 00:00:00
LU0642280647,Yes,1.17,2024-02-14 00:00:00
LU0642281702,Yes,0.75,2022-10-01 00:00:00
LU0756065081,Yes,1.18,2022-10-31 00:00:00
LU0756065164,Yes,1.16,2024-02-14 00:00:00
LU0756065321,Yes,1.17,2024-02-14 00:00:00
LU0756065834,Yes,0.75,2022-10-31 00:00:00
LU0756066568,Yes,1.78,2022-10-31 00:00:00
LU0756068184,Yes,1.18,2022-10-01 00:00:00
LU0828244219,Yes,1.89,2022-10-31 00:00:00
LU0828813104,Yes,1.89,2022-10-31 00:00:00
LU0828813369,Yes,1.07,2024-02-14 00:00:00
LU0828813526,Yes,1.07,2024-02-14 00:00:00
LU0828813872,Yes,1.14,2022-10-01 00:00:00
LU0828814094,Yes,1.14,2022-10-01 00:00:00
LU0828815067,Yes,1.53,2022-10-01 00:00:00
LU0828815224,Yes,1.16,2024-02-14 00:00:00
LU0828815570,Yes,1.16,2024-02-14 00:00:00
LU0828816461,Yes,1.16,2024-02-14 00:00:00
LU0828817600,Yes,1.18,2022-10-01 00:00:00
LU0828818087,Yes,0.75,2022-10-01 00:00:00
LU0828818913,Yes,0.75,2022-10-01 00:00:00
LU0828820901,Yes,1.53,2022-10-01 00:00:00
LU0828821115,Yes,1.53,2022-10-01 00:00:00
LU0892273995,Yes,1.07,2024-02-14 00:00:00
LU0892274290,Yes,0.8,2024-02-14 00:00:00
LU0892274530,Yes,1.07,2024-02-14 00:00:00
LU0892274704,Yes,1.22,2024-02-14 00:00:00
LU0892274969,Yes,1.07,2024-02-14 00:00:00
LU0892275263,Yes,1.07,2024-02-14 00:00:00
LU0892275776,Yes,1.87,2024-02-14 00:00:00
LU0892276741,Yes,1.0,2022-10-31 00:00:00
LU0942194779,Yes,1.07,2024-02-14 00:00:00
LU0942195156,Yes,1.07,2024-02-14 00:00:00
LU0942195230,Yes,1.23,2022-10-01 00:00:00
LU0942195313,Yes,1.14,2022-10-01 00:00:00
LU0942195586,Yes,1.12,2024-02-14 00:00:00
LU0942195669,Yes,1.06,2024-02-14 00:00:00
LU0953998514,Yes,1.63,2024-02-14 00:00:00
LU0953998605,Yes,1.08,2024-02-14 00:00:00
LU0953998860,Yes,0.73,2024-02-14 00:00:00
LU0953999082,Yes,1.08,2022-10-31 00:00:00
LU0966752833,Yes,0.83,2024-02-14 00:00:00
LU0966752916,Yes,0.83,2024-02-14 00:00:00
LU0966753138,Yes,0.83,2024-02-14 00:00:00
LU0973119513,Yes,0.85,2024-02-14 00:00:00
LU0973119604,Yes,0.85,2022-10-31 00:00:00
LU0973119786,Yes,0.85,2022-10-31 00:00:00
LU0973119869,Yes,0.85,2024-02-14 00:00:00
LU0973214777,Yes,0.83,2024-02-14 00:00:00
LU0976556265,Yes,1.15,2022-10-31 00:00:00
LU0976556422,Yes,1.11,2024-02-14 00:00:00
LU0976556695,Yes,1.12,2024-02-14 00:00:00
LU0976556851,Yes,1.89,2022-10-01 00:00:00
LU0976556935,Yes,1.88,2024-02-14 00:00:00
LU0976557073,Yes,1.07,2024-02-14 00:00:00
LU0976557156,Yes,1.07,2024-02-14 00:00:00
LU0976557230,Yes,1.08,2024-02-14 00:00:00
LU0978624194,Yes,1.17,2024-02-14 00:00:00
LU0978624277,Yes,1.19,2022-10-31 00:00:00
LU0978624350,Yes,0.75,2024-02-14 00:00:00
LU0978624434,Yes,0.75,2024-02-14 00:00:00
LU0989423784,Yes,0.88,2024-02-14 00:00:00
LU0995107140,Yes,1.09,2024-02-14 00:00:00
LU0995139184,Yes,1.03,2024-02-14 00:00:00
LU0995139267,Yes,1.03,2024-02-14 00:00:00
LU0995139341,Yes,1.03,2024-02-14 00:00:00
LU0995139424,Yes,0.88,2024-02-14 00:00:00
LU0995139697,Yes,1.01,2024-02-14 00:00:00
LU0995140356,Yes,0.89,2024-02-14 00:00:00
LU0995140430,Yes,2.13,2022-10-31 00:00:00
LU0999457616,Yes,1.18,2022-10-31 00:00:00
LU1003273924,Yes,0.85,2022-10-31 00:00:00
LU1004011935,Yes,0.4,2024-02-14 00:00:00
LU1005137069,Yes,1.07,2024-02-14 00:00:00
LU1006566639,Yes,0.81,2022-10-01 00:00:00
LU1039938227,Yes,1.87,2024-02-14 00:00:00
LU1041546547,Yes,1.63,2024-02-14 00:00:00
LU1041547511,Yes,1.65,2022-10-31 00:00:00
LU1041547941,Yes,1.63,2024-02-14 00:00:00
LU1047639791,Yes,0.7,2022-10-31 00:00:00
LU1059379971,Yes,1.89,2022-10-31 00:00:00
LU1068766655,Yes,0.79,2024-02-14 00:00:00
LU1073139583,Yes,1.92,2024-02-14 00:00:00
LU1073139666,Yes,1.0,2024-02-14 00:00:00
LU1077968276,Yes,2.52,2024-02-14 00:00:00
LU1086934103,Yes,1.07,2024-02-14 00:00:00
LU1120392524,Yes,1.0,2024-02-14 00:00:00
LU1120392797,Yes,1.09,2024-02-14 00:00:00
LU1120392870,Yes,1.92,2024-02-14 00:00:00
LU1120398216,Yes,1.89,2022-10-01 00:00:00
LU1125349974,Yes,0.87,2024-02-14 00:00:00
LU1125355518,Yes,0.73,2024-02-14 00:00:00
LU1125359346,Yes,0.73,2024-02-14 00:00:00
LU1125367018,Yes,0.73,2024-02-14 00:00:00
LU1129860224,Yes,0.1,2020-07-01 00:00:00
LU1136954127,Yes,0.73,2022-10-31 00:00:00
LU1142999959,Yes,1.08,2022-10-31 00:00:00
LU1161213365,Yes,0.72,2024-02-14 00:00:00
LU1169991020,Yes,1.89,2022-10-31 00:00:00
LU1179331720,Yes,2.48,2022-10-31 00:00:00
LU1183228433,Yes,1.0,2024-02-14 00:00:00
LU1196326760,Yes,0.72,2024-02-14 00:00:00
LU1205757914,Yes,1.07,2024-02-14 00:00:00
LU1214468123,Yes,1.07,2022-10-31 00:00:00
LU1230490713,Yes,1.89,2022-10-01 00:00:00
LU1259344122,Yes,1.88,2022-10-31 00:00:00
LU1268005920,Yes,1.08,2022-10-31 00:00:00
LU1272163806,Yes,0.79,2024-02-14 00:00:00
LU1273675584,Yes,0.89,2024-02-14 00:00:00
LU1276832042,Yes,1.64,2022-10-31 00:00:00
LU1276832125,Yes,0.88,2024-02-14 00:00:00
LU1276832398,Yes,0.88,2024-02-14 00:00:00
LU1276832471,Yes,0.89,2022-10-31 00:00:00
LU1276832554,Yes,1.09,2022-10-01 00:00:00
LU1276832638,Yes,1.09,2022-10-01 00:00:00
LU1276832711,Yes,1.08,2022-10-31 00:00:00
LU1276832984,Yes,1.07,2024-02-14 00:00:00
LU1276833016,Yes,1.09,2022-10-31 00:00:00
LU1276833107,Yes,0.8,2024-02-14 00:00:00
LU1276833289,Yes,0.8,2024-02-14 00:00:00
LU1276833362,Yes,0.81,2022-10-01 00:00:00
LU1276833446,Yes,0.81,2022-10-01 00:00:00
LU1277655707,Yes,1.64,2022-10-31 00:00:00
LU1280371284,Yes,1.17,2024-02-14 00:00:00
LU1282634382,Yes,1.5,2021-08-17 00:00:00
LU1291149836,Yes,1.88,2022-10-31 00:00:00
LU1291885702,Yes,1.0,2024-03-20 00:00:00
LU1293640501,Yes,1.08,2022-10-31 00:00:00
LU1293647423,Yes,0.89,2022-10-31 00:00:00
LU1301506678,Yes,1.0,2022-10-31 00:00:00
LU1316542601,Yes,1.88,2022-10-31 00:00:00
LU1316542783,Yes,1.88,2022-10-01 00:00:00
LU1316542866,Yes,1.89,2022-10-31 00:00:00
LU1316543088,Yes,1.89,2022-10-31 00:00:00
LU1316543674,Yes,1.95,2022-10-31 00:00:00
LU1321015403,Yes,0.89,2022-10-31 00:00:00
LU1329696717,Yes,1.0,2022-10-01 00:00:00
LU1354345586,Yes,1.0,2022-10-01 00:00:00
LU1368736440,Yes,1.0,2022-10-01 00:00:00
LU1372839644,Yes,1.21,2024-02-14 00:00:00
LU1377839755,Yes,1.03,2022-10-31 00:00:00
LU1377839839,Yes,1.63,2022-10-31 00:00:00
LU1387767350,Yes,1.09,2022-02-25 00:00:00
LU1387767517,Yes,1.38,2022-02-25 00:00:00
LU1387767947,Yes,0.82,2022-02-14 00:00:00
LU1387768325,Yes,1.07,2022-02-14 00:00:00
LU1432398888,Yes,1.03,2024-02-14 00:00:00
LU1446762467,Yes,1.0,2022-10-01 00:00:00
LU1456297057,Yes,1.0,2022-10-01 00:00:00
LU1487946425,Yes,0.4,2022-10-01 00:00:00
LU1492019390,Yes,1.14,2022-02-14 00:00:00
LU1492020059,Yes,0.81,2022-02-25 00:00:00
LU1498519096,Yes,1.08,2024-02-14 00:00:00
LU1508302814,Yes,1.09,2022-02-14 00:00:00
LU1519019134,Yes,1.23,2022-02-25 00:00:00
LU1519019563,Yes,0.99,2022-02-25 00:00:00
LU1519019647,Yes,0.96,2022-02-14 00:00:00
LU1519019720,Yes,0.96,2022-02-14 00:00:00
LU1526027666,Yes,1.0,2024-02-14 00:00:00
LU1526027823,Yes,1.0,2024-03-20 00:00:00
LU1562333077,Yes,1.09,2022-02-14 00:00:00
LU1572378708,Yes,1.88,2024-02-14 00:00:00
LU1572379003,Yes,1.0,2022-10-01 00:00:00
LU1572380191,Yes,2.55,2022-10-01 00:00:00
LU1611731263,Yes,1.9,2022-10-31 00:00:00
LU1618271776,Yes,1.54,2022-10-31 00:00:00
LU1626188228,Yes,1.9,2022-10-31 00:00:00
LU1626188814,Yes,1.0,2022-10-31 00:00:00
LU1627460659,Yes,1.19,2022-10-01 00:00:00
LU1627460816,Yes,1.2,2022-10-01 00:00:00
LU1627461467,Yes,1.2,2022-10-01 00:00:00
LU1627461624,Yes,1.2,2022-10-01 00:00:00
LU1627462861,Yes,0.82,2022-10-01 00:00:00
LU1627463083,Yes,0.82,2022-10-01 00:00:00
LU1627463596,Yes,0.74,2022-10-01 00:00:00
LU1627464305,Yes,0.75,2022-10-01 00:00:00
LU1627464727,Yes,0.56,2022-10-01 00:00:00
LU1627465534,Yes,0.58,2022-10-01 00:00:00
LU1627466425,Yes,0.57,2024-02-14 00:00:00
LU1627466771,Yes,0.56,2022-10-01 00:00:00
LU1627467159,Yes,1.54,2022-10-01 00:00:00
LU1627920678,Yes,1.18,2022-10-01 00:00:00
LU1627921569,Yes,0.75,2022-10-01 00:00:00
LU1665086226,Yes,1.07,2022-10-31 00:00:00
LU1678960227,Yes,0.88,2024-02-14 00:00:00
LU1678960656,Yes,1.17,2024-02-14 00:00:00
LU1678960730,Yes,1.18,2024-02-14 00:00:00
LU1678960813,Yes,1.15,2022-10-31 00:00:00
LU1678960904,Yes,1.12,2022-10-01 00:00:00
LU1678961118,Yes,1.1,2024-02-14 00:00:00
LU1678961381,Yes,0.82,2022-10-01 00:00:00
LU1678961548,Yes,1.08,2022-10-31 00:00:00
LU1678961621,Yes,1.12,2024-02-14 00:00:00
LU1678962272,Yes,0.81,2022-10-31 00:00:00
LU1678962439,Yes,0.81,2022-10-31 00:00:00
LU1678962512,Yes,0.81,2022-10-31 00:00:00
LU1678962942,Yes,1.09,2022-10-01 00:00:00
LU1678963080,Yes,1.09,2022-10-31 00:00:00
LU1678963163,Yes,1.09,2022-10-01 00:00:00
LU1678963247,Yes,1.08,2024-02-14 00:00:00
LU1678963320,Yes,1.08,2024-02-14 00:00:00
LU1678963593,Yes,1.08,2022-10-01 00:00:00
LU1678963759,Yes,1.21,2024-02-14 00:00:00
LU1678964138,Yes,1.07,2024-02-14 00:00:00
LU1678964211,Yes,1.07,2024-02-14 00:00:00
LU1678964302,Yes,1.07,2024-02-14 00:00:00
LU1681824733,Yes,2.14,2022-10-01 00:00:00
LU1807432866,Yes,1.94,2022-10-01 00:00:00
LU1834996701,Yes,0.83,2022-10-01 00:00:00
LU1834997006,Yes,0.83,2022-10-31 00:00:00
LU1897414303,Yes,1.88,2024-02-14 00:00:00
LU1897414485,Yes,1.26,2024-02-14 00:00:00
LU1897414568,Yes,0.99,2024-02-14 00:00:00
LU1897414642,Yes,0.62,2022-02-14 00:00:00
LU1897415292,Yes,0.62,2022-02-14 00:00:00
LU1914905846,Yes,1.08,2022-10-01 00:00:00
LU1914905929,Yes,1.64,2022-10-01 00:00:00
LU1963063232,Yes,1.0,2022-10-31 00:00:00
LU1963063406,Yes,0.57,2022-10-01 00:00:00
LU1963063828,Yes,0.57,2022-10-31 00:00:00
LU1983259539,Yes,1.9,2022-10-01 00:00:00
LU1983259612,Yes,1.1,2022-10-01 00:00:00
LU1983259703,Yes,0.83,2022-10-01 00:00:00
LU1983259885,Yes,1.9,2022-10-01 00:00:00
LU1983259968,Yes,1.09,2022-10-01 00:00:00
LU1983260115,Yes,1.9,2022-10-01 00:00:00
LU1983260206,Yes,1.09,2022-10-01 00:00:00
LU1983260388,Yes,0.85,2022-10-01 00:00:00
LU1983260545,Yes,0.16,2020-02-12 00:00:00
LU1983261782,Yes,1.94,2022-10-01 00:00:00
LU1983261865,Yes,1.14,2022-10-01 00:00:00
LU1983261949,Yes,0.97,2024-02-14 00:00:00
LU1983262087,Yes,,
LU1983262830,Yes,0.6,2022-02-14 00:00:00
LU1983262913,Yes,0.15,2022-02-14 00:00:00
LU1984711439,Yes,0.72,2022-10-01 00:00:00
LU1984711512,Yes,1.89,2022-10-01 00:00:00
LU1984711603,Yes,1.1,2022-10-01 00:00:00
LU1984711785,Yes,0.84,2022-10-01 00:00:00
LU1984711868,Yes,0.72,2022-10-01 00:00:00
LU1984711942,Yes,0.81,2024-02-14 00:00:00
LU1984712320,Yes,1.94,2022-10-01 00:00:00
LU1984712593,Yes,1.14,2022-10-01 00:00:00
LU1984712676,Yes,1.0,2022-10-01 00:00:00
LU1984712759,Yes,1.92,2022-10-01 00:00:00
LU1984713211,Yes,0.72,2022-12-29 00:00:00
LU1988886211,Yes,1.9,2022-10-01 00:00:00
LU1988886302,Yes,1.09,2022-10-01 00:00:00
LU1988886484,Yes,0.85,2022-10-01 00:00:00
LU1988887292,Yes,1.92,2022-10-01 00:00:00
LU1988903081,Yes,0.85,2022-10-01 00:00:00
LU1992142411,Yes,1.5,2022-02-14 00:00:00
LU1992150430,Yes,1.0,2022-02-25 00:00:00
LU2031319176,Yes,0.74,2022-10-01 00:00:00
LU2031319259,Yes,1.11,2022-10-01 00:00:00
LU2031319333,Yes,1.0,2022-10-31 00:00:00
LU2031319416,Yes,0.82,2022-02-25 00:00:00
LU2044158546,Yes,0.85,2022-10-31 00:00:00
LU2044158629,Yes,0.36,2022-02-25 00:00:00
LU2044158892,Yes,0.74,2022-10-01 00:00:00
LU2046586686,Yes,1.2,2022-10-31 00:00:00
LU2046586769,Yes,1.19,2022-10-31 00:00:00
LU2046586843,Yes,1.2,2022-10-31 00:00:00
LU2046587064,Yes,0.57,2022-10-31 00:00:00
LU2051454275,Yes,0.84,2022-02-14 00:00:00
LU2065174687,Yes,1.9,2022-10-31 00:00:00
LU2080999225,Yes,0.56,2022-10-01 00:00:00
LU2114516532,Yes,1.67,2022-10-31 00:00:00
LU2114516615,Yes,1.17,2022-10-31 00:00:00
LU2114516706,Yes,1.12,2022-10-31 00:00:00
LU2114516888,Yes,0.73,2022-10-31 00:00:00
LU2114516961,Yes,1.67,2022-10-31 00:00:00
LU2114517001,Yes,1.17,2022-10-31 00:00:00
LU2114517183,Yes,1.13,2022-10-31 00:00:00
LU2114517266,Yes,0.73,2022-10-31 00:00:00
LU2114517340,Yes,0.12,2022-02-14 00:00:00
LU2116350021,Yes,1.08,2024-02-14 00:00:00
LU2116350294,Yes,0.73,2024-02-14 00:00:00
LU2124902292,Yes,1.13,2022-10-31 00:00:00
LU2124902615,Yes,0.13,2022-02-14 00:00:00
LU2124972667,Yes,1.5,2022-02-14 00:00:00
LU2124972741,Yes,1.0,2022-10-31 00:00:00
LU2124972824,Yes,0.81,2022-10-31 00:00:00
LU2133172291,Yes,1.54,2022-10-31 00:00:00
LU2142073621,Yes,1.0,2022-02-14 00:00:00
LU2155484574,Yes,0.65,2022-02-14 00:00:00
LU2155484657,Yes,0.11,2022-02-14 00:00:00
LU2155484731,Yes,0.11,2022-02-14 00:00:00
LU2155484814,Yes,0.62,2022-02-14 00:00:00
LU2155484905,Yes,0.61,2022-02-14 00:00:00
LU2155485209,Yes,0.62,2022-02-14 00:00:00
LU2183130942,Yes,0.59,2022-10-01 00:00:00
LU2183131163,Yes,0.82,2022-02-25 00:00:00
LU2183131247,Yes,2.58,2022-10-01 00:00:00
LU2210000647,Yes,0.75,2022-10-31 00:00:00
LU2210004557,Yes,1.54,2022-10-01 00:00:00
LU2210026444,Yes,0.94,2023-11-10 00:00:00
LU2210027095,Yes,0.97,2022-10-01 00:00:00
LU2210027335,Yes,0.96,2022-10-01 00:00:00
LU2210027509,Yes,0.97,2022-10-01 00:00:00
LU2210036088,Yes,0.97,2022-10-01 00:00:00
LU2210151267,Yes,1.26,2022-02-14 00:00:00
LU2214901006,Yes,0.85,2022-10-31 00:00:00
LU2214901188,Yes,1.1,2022-02-25 00:00:00
LU2214901261,Yes,1.19,2022-10-31 00:00:00
LU2214901345,Yes,0.81,2022-10-31 00:00:00
LU2214901428,Yes,0.75,2022-10-31 00:00:00
LU2214901691,Yes,0.57,2022-10-31 00:00:00
LU2214901774,Yes,1.9,2022-10-01 00:00:00
LU2214901857,Yes,1.09,2022-10-01 00:00:00
LU2214901931,Yes,0.85,2022-10-01 00:00:00
LU2214902079,Yes,0.72,2022-10-01 00:00:00
LU2214902152,Yes,0.08,2022-02-14 00:00:00
LU2226123144,Yes,1.95,2022-10-31 00:00:00
LU2226123227,Yes,1.95,2022-10-31 00:00:00
LU2226123490,Yes,1.95,2022-10-31 00:00:00
LU2239851657,Yes,0.85,2022-10-01 00:00:00
LU2248076437,Yes,1.0,2022-10-01 00:00:00
LU2253109396,Yes,0.83,2022-10-01 00:00:00
LU2255682606,Yes,0.81,2022-10-31 00:00:00
LU2257828140,Yes,1.5,2022-02-14 00:00:00
LU2260665604,Yes,1.0,2022-02-14 00:00:00
LU2304361186,Yes,1.83,2022-02-14 00:00:00
LU2304361343,Yes,2.52,2022-10-01 00:00:00
LU2333587033,Yes,0.85,2022-10-01 00:00:00
LU2342234379,Yes,0.82,2022-10-01 00:00:00
LU2342234452,Yes,0.57,2022-10-01 00:00:00
LU2342234536,Yes,0.75,2022-10-01 00:00:00
LU2342241150,Yes,1.89,2022-10-01 00:00:00
LU2342241234,Yes,0.6,2022-02-25 00:00:00
LU2342241317,Yes,0.8,2022-10-31 00:00:00
LU2342241408,Yes,0.95,2022-10-31 00:00:00
LU2342241580,Yes,1.19,2022-10-31 00:00:00
LU2342241663,Yes,1.89,2022-10-31 00:00:00
LU2342241747,Yes,0.6,2022-02-25 00:00:00
LU2342242042,Yes,0.95,2022-10-31 00:00:00
LU2342242125,Yes,1.19,2022-10-31 00:00:00
LU2342242398,Yes,1.89,2022-10-31 00:00:00
LU2342242471,Yes,0.55,2022-02-25 00:00:00
LU2342242554,Yes,0.75,2022-10-01 00:00:00
LU2342242638,Yes,0.85,2022-10-01 00:00:00
LU2342242711,Yes,1.08,2022-10-01 00:00:00
LU2342242802,Yes,1.89,2022-10-01 00:00:00
LU2342243016,Yes,0.75,2022-10-01 00:00:00
LU2342243107,Yes,0.85,2022-10-01 00:00:00
LU2342243289,Yes,1.08,2022-10-01 00:00:00
LU2342243362,Yes,1.02,2022-10-01 00:00:00
LU2346853257,Yes,0.75,2022-10-01 00:00:00
LU2351303867,Yes,1.4,2022-02-14 00:00:00
LU2352863430,Yes,1.13,2022-10-31 00:00:00
LU2352863513,Yes,1.13,2022-10-31 00:00:00
LU2364419890,Yes,1.83,2022-02-14 00:00:00
LU2384414632,Yes,1.0,2022-02-25 00:00:00
LU2394801877,Yes,1.0,2022-02-14 00:00:00
LU2401547067,Yes,0.82,2022-10-01 00:00:00
LU2401550368,Yes,1.89,2022-10-01 00:00:00
LU2401550954,Yes,1.89,2022-10-31 00:00:00
LU2401589812,Yes,1.64,2022-10-31 00:00:00
LU2409249609,Yes,,
LU2409249781,Yes,2.22,2022-10-01 00:00:00
LU2427243485,Yes,1.0,2022-02-14 00:00:00
LU2427243568,Yes,1.0,2022-02-14 00:00:00
LU2441282543,Yes,0.09,2022-02-25 00:00:00
LU2441282626,Yes,1.02,2022-10-01 00:00:00
LU2441282899,Yes,1.92,2022-10-01 00:00:00
LU2441282972,Yes,1.92,2022-10-01 00:00:00
LU2441283277,Yes,1.26,2022-10-01 00:00:00
LU2441562746,Yes,1.67,2022-11-18 00:00:00
LU2461273364,Yes,1.88,2022-10-31 00:00:00
LU2505548938,Yes,1.87,2022-10-01 00:00:00
LU2512261566,Yes,0.72,2022-10-31 00:00:00
LU2531796352,Yes,,
LU2531796436,Yes,,
LU2531796519,Yes,,
LU2531796600,Yes,,
LU2531796865,Yes,,
LU2541417809,Yes,1.13,2024-02-14 00:00:00
LU2543851237,Yes,1.12,2022-10-31 00:00:00
LU2543851310,Yes,1.07,2022-10-31 00:00:00
LU2543851401,Yes,1.63,2022-10-31 00:00:00
LU2543851583,Yes,0.72,2022-10-31 00:00:00
LU2545422458,Yes,0.58,2022-11-07 00:00:00
LU2548014708,Yes,,
LU2548014880,Yes,,
LU2548014963,Yes,,
LU2548015002,Yes,,
LU2548015184,Yes,,
LU2548015267,Yes,,
LU2548015341,Yes,,
LU2548015424,Yes,,
LU2548015697,Yes,,
LU2548015770,Yes,,
LU2548016075,Yes,,
LU2553542486,Yes,1.0,2023-02-14 00:00:00
LU2564094709,Yes,1.0,2022-12-29 00:00:00
LU2575866004,Yes,,
LU2577871176,Yes,,
LU2581803488,Yes,,
LU2581803561,Yes,,
LU2581803645,Yes,,
LU2581803728,Yes,,
LU2584107002,Yes,,
LU2584112341,Yes,,
LU2589257349,Yes,,
LU2589257422,Yes,,
LU2599888455,Yes,,
LU2614965189,Yes,1.08,2024-02-14 00:00:00
LU2637236436,Yes,,
LU2637236519,Yes,,
LU2637236782,Yes,,
LU2637236865,Yes,,
LU2645735056,Yes,,
LU2645735130,Yes,,
LU2660304283,Yes,,
LU2660304440,Yes,,
LU2660304796,Yes,,
LU2660304879,Yes,,
LU2660304952,Yes,,
LU2660305090,Yes,,
LU2660305173,Yes,,
LU2660305256,Yes,,
LU2660381604,Yes,,
LU2660381786,Yes,,
LU2660381943,Yes,,
LU2687208392,Yes,,
LU2715956624,Yes,,
LU2725961234,Yes,,
LU2740296764,Yes,,
LU2751675765,Yes,,
LU2760873559,Yes,,
LU2780518978,Yes,,
LU2804514870,Yes,,
LU2826601309,Yes,,
LU2832951920,Yes,,
LU2832952068,Yes,,
LU2832952142,Yes,0.98,2024-06-17 00:00:00
LU2858015675,Yes,,
US4710211057,,,
US4710212048,,,
US4710213038,,,
US4710213111,,,
US4710213293,,,
US4710214028,,,
US4710214366,,,
US4710214515,,,
US4710215017,,,
US4710215504,,,
US4710215686,,,
US4710216189,,,
US4710216429,,,
US4710216676,,,
US4710216759,,,
US4710216833,,,
US4710216916,,,
US4710217096,,,
US4710217179,,,
US4710218656,,,
US4710232004,,,
US4710232343,,,
US4710232426,,,
US4710232590,,,
US4710232673,,,
US4710232756,,,
US4710232830,,,
US4710232913,,,
US4710233093,,,
US4710233176,,,
US4710233259,,,
US4710233333,,,
US4710233416,,,
US4710233580,,,
US4710234570,,,
US4710234653,,,
US4710234737,,,
US4710234810,,,
US4710234992,,,
US4710235072,,,
US4710235155,,,
US4710235239,,,
US4710235494,,,
US4710235643,,,
US4710235726,,,
US4710235981,,,
US4710236062,,,
US4710236484,,,
US4710236559,,,
US4710236633,,,
US4710236716,,,
US4710237623,,,
US4710238043,,,
US4710238209,,,
US4710238381,,,
US4710238464,,,
US4710238530,,,
US4710238795,,,
US4710238878,,,
US47103A1043,,,
US47103A2033,,,
US47103A3023,,,
US47103A4013,,,
US47103A5002,,,
US47103A5671,,,
US47103A5754,,,
US47103A5838,,,
US47103A5911,,,
US47103A6091,,,
US47103A6174,,,
US47103A6257,,,
US47103A6331,,,
US47103A6414,,,
US47103A6588,,,
